"Notes"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"99 years"	"99"	"2011"	"2011"	9190	Not Applicable	Not Applicable
	"Female"	"F"	"99 years"	"99"	"2012"	"2012"	9456	Not Applicable	Not Applicable
	"Female"	"F"	"99 years"	"99"	"2013"	"2013"	9757	Not Applicable	Not Applicable
	"Female"	"F"	"99 years"	"99"	"2014"	"2014"	9879	Not Applicable	Not Applicable
	"Female"	"F"	"99 years"	"99"	"2015"	"2015"	10313	Not Applicable	Not Applicable
	"Female"	"F"	"99 years"	"99"	"2016"	"2016"	10451	Not Applicable	Not Applicable
"Total"	"Female"	"F"	"99 years"	"99"			152086	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"1999"	"1999"	15077	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2000"	"2000"	15560	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2001"	"2001"	15619	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2002"	"2002"	15892	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2003"	"2003"	16330	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2004"	"2004"	15531	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2005"	"2005"	16318	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2006"	"2006"	16195	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2007"	"2007"	16593	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2008"	"2008"	17563	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2009"	"2009"	17016	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2010"	"2010"	18222	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2011"	"2011"	19071	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2012"	"2012"	19870	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2013"	"2013"	20642	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2014"	"2014"	21351	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2015"	"2015"	22591	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100"	"2016"	"2016"	22790	Not Applicable	Not Applicable
"Total"	"Female"	"F"	"100+ years"	"100"			322231	Not Applicable	Not Applicable
"Total"	"Female"	"F"					22568485	2763843870	816.6
	"Male"	"M"	"< 1 year"	"0"	"1999"	"1999"	15646	1943639	805.0
	"Male"	"M"	"< 1 year"	"0"	"2000"	"2000"	15718	1949017	806.5
	"Male"	"M"	"< 1 year"	"0"	"2001"	"2001"	15477	2049753	755.1
	"Male"	"M"	"< 1 year"	"0"	"2002"	"2002"	15717	2018522	778.6
	"Male"	"M"	"< 1 year"	"0"	"2003"	"2003"	15902	2033237	782.1
	"Male"	"M"	"< 1 year"	"0"	"2004"	"2004"	15718	2052042	766.0
	"Male"	"M"	"< 1 year"	"0"	"2005"	"2005"	16018	2047711	782.2
	"Male"	"M"	"< 1 year"	"0"	"2006"	"2006"	15980	2065819	773.5
	"Male"	"M"	"< 1 year"	"0"	"2007"	"2007"	16293	2120816	768.2
	"Male"	"M"	"< 1 year"	"0"	"2008"	"2008"	15669	2109846	742.7
	"Male"	"M"	"< 1 year"	"0"	"2009"	"2009"	14823	2044418	725.0
	"Male"	"M"	"< 1 year"	"0"	"2010"	"2010"	13702	2014276	680.2
	"Male"	"M"	"< 1 year"	"0"	"2011"	"2011"	13327	2043710	652.1
	"Male"	"M"	"< 1 year"	"0"	"2012"	"2012"	13139	2016738	651.5
	"Male"	"M"	"< 1 year"	"0"	"2013"	"2013"	13119	2016727	650.5
	"Male"	"M"	"< 1 year"	"0"	"2014"	"2014"	12886	2017857	638.6
	"Male"	"M"	"< 1 year"	"0"	"2015"	"2015"	13008	2035134	639.2
	"Male"	"M"	"< 1 year"	"0"	"2016"	"2016"	12867	2030478	633.7
"Total"	"Male"	"M"	"< 1 year"	"0"			265009	36609740	723.9
	"Male"	"M"	"1 year"	"1"	"1999"	"1999"	1103	1935918	57.0
	"Male"	"M"	"1 year"	"1"	"2000"	"2000"	1090	1953105	55.8
	"Male"	"M"	"1 year"	"1"	"2001"	"2001"	1111	1972806	56.3
	"Male"	"M"	"1 year"	"1"	"2002"	"2002"	1083	2044479	53.0
	"Male"	"M"	"1 year"	"1"	"2003"	"2003"	1060	2009420	52.8
	"Male"	"M"	"1 year"	"1"	"2004"	"2004"	1056	2020169	52.3
	"Male"	"M"	"1 year"	"1"	"2005"	"2005"	1088	2036538	53.4
	"Male"	"M"	"1 year"	"1"	"2006"	"2006"	975	2029583	48.0
	"Male"	"M"	"1 year"	"1"	"2007"	"2007"	1056	2044119	51.7
	"Male"	"M"	"1 year"	"1"	"2008"	"2008"	1101	2095154	52.5
	"Male"	"M"	"1 year"	"1"	"2009"	"2009"	972	2080878	46.7
	"Male"	"M"	"1 year"	"1"	"2010"	"2010"	928	2030853	45.7
	"Male"	"M"	"1 year"	"1"	"2011"	"2011"	918	2027089	45.3
	"Male"	"M"	"1 year"	"1"	"2012"	"2012"	900	2035426	44.2
	"Male"	"M"	"1 year"	"1"	"2013"	"2013"	929	2022013	45.9
	"Male"	"M"	"1 year"	"1"	"2014"	"2014"	793	2023253	39.2
	"Male"	"M"	"1 year"	"1"	"2015"	"2015"	913	2029295	45.0
	"Male"	"M"	"1 year"	"1"	"2016"	"2016"	874	2041158	42.8
"Total"	"Male"	"M"	"1 year"	"1"			17950	36431256	49.3
	"Male"	"M"	"2 years"	"2"	"1999"	"1999"	797	1933079	41.2
	"Male"	"M"	"2 years"	"2"	"2000"	"2000"	746	1938990	38.5
	"Male"	"M"	"2 years"	"2"	"2001"	"2001"	747	1942915	38.4
	"Male"	"M"	"2 years"	"2"	"2002"	"2002"	726	1972924	36.8
	"Male"	"M"	"2 years"	"2"	"2003"	"2003"	753	2043525	36.8
	"Male"	"M"	"2 years"	"2"	"2004"	"2004"	670	2008411	33.4
	"Male"	"M"	"2 years"	"2"	"2005"	"2005"	738	2020295	36.5
	"Male"	"M"	"2 years"	"2"	"2006"	"2006"	669	2037699	32.8
	"Male"	"M"	"2 years"	"2"	"2007"	"2007"	665	2031170	32.7
	"Male"	"M"	"2 years"	"2"	"2008"	"2008"	679	2046268	33.2
	"Male"	"M"	"2 years"	"2"	"2009"	"2009"	655	2097732	31.2
	"Male"	"M"	"2 years"	"2"	"2010"	"2010"	660	2092198	31.5
	"Male"	"M"	"2 years"	"2"	"2011"	"2011"	619	2026999	30.5
	"Male"	"M"	"2 years"	"2"	"2012"	"2012"	620	2031683	30.5
	"Male"	"M"	"2 years"	"2"	"2013"	"2013"	589	2040455	28.9
	"Male"	"M"	"2 years"	"2"	"2014"	"2014"	566	2022502	28.0
	"Male"	"M"	"2 years"	"2"	"2015"	"2015"	565	2026604	27.9
	"Male"	"M"	"2 years"	"2"	"2016"	"2016"	572	2043022	28.0
"Total"	"Male"	"M"	"2 years"	"2"			12036	36356471	33.1
	"Male"	"M"	"3 years"	"3"	"1999"	"1999"	601	1956253	30.7
	"Male"	"M"	"3 years"	"3"	"2000"	"2000"	558	1958963	28.5
	"Male"	"M"	"3 years"	"3"	"2001"	"2001"	563	1945267	28.9
	"Male"	"M"	"3 years"	"3"	"2002"	"2002"	537	1944897	27.6
	"Male"	"M"	"3 years"	"3"	"2003"	"2003"	582	1974987	29.5
	"Male"	"M"	"3 years"	"3"	"2004"	"2004"	507	2045933	24.8
	"Male"	"M"	"3 years"	"3"	"2005"	"2005"	521	2012820	25.9
	"Male"	"M"	"3 years"	"3"	"2006"	"2006"	502	2026575	24.8
	"Male"	"M"	"3 years"	"3"	"2007"	"2007"	501	2045144	24.5
	"Male"	"M"	"3 years"	"3"	"2008"	"2008"	520	2039937	25.5
	"Male"	"M"	"3 years"	"3"	"2009"	"2009"	498	2056282	24.2
	"Male"	"M"	"3 years"	"3"	"2010"	"2010"	506	2104550	24.0
	"Male"	"M"	"3 years"	"3"	"2011"	"2011"	492	2094735	23.5
	"Male"	"M"	"3 years"	"3"	"2012"	"2012"	461	2032511	22.7
	"Male"	"M"	"3 years"	"3"	"2013"	"2013"	431	2036418	21.2
	"Male"	"M"	"3 years"	"3"	"2014"	"2014"	429	2048618	20.9
	"Male"	"M"	"3 years"	"3"	"2015"	"2015"	462	2030644	22.8
	"Male"	"M"	"3 years"	"3"	"2016"	"2016"	468	2034666	23.0
"Total"	"Male"	"M"	"3 years"	"3"			9139	36389200	25.1
	"Male"	"M"	"4 years"	"4"	"1999"	"1999"	474	2020918	23.5
	"Male"	"M"	"4 years"	"4"	"2000"	"2000"	430	2010658	21.4
	"Male"	"M"	"4 years"	"4"	"2001"	"2001"	478	1956035	24.4
	"Male"	"M"	"4 years"	"4"	"2002"	"2002"	460	1950720	23.6
	"Male"	"M"	"4 years"	"4"	"2003"	"2003"	431	1951950	22.1
	"Male"	"M"	"4 years"	"4"	"2004"	"2004"	416	1983939	21.0
	"Male"	"M"	"4 years"	"4"	"2005"	"2005"	418	2058231	20.3
	"Male"	"M"	"4 years"	"4"	"2006"	"2006"	395	2028196	19.5
	"Male"	"M"	"4 years"	"4"	"2007"	"2007"	412	2044444	20.2
	"Male"	"M"	"4 years"	"4"	"2008"	"2008"	393	2065739	19.0
	"Male"	"M"	"4 years"	"4"	"2009"	"2009"	370	2062779	17.9
	"Male"	"M"	"4 years"	"4"	"2010"	"2010"	366	2077550	17.6
	"Male"	"M"	"4 years"	"4"	"2011"	"2011"	376	2106967	17.8
	"Male"	"M"	"4 years"	"4"	"2012"	"2012"	414	2099777	19.7
	"Male"	"M"	"4 years"	"4"	"2013"	"2013"	374	2036805	18.4
	"Male"	"M"	"4 years"	"4"	"2014"	"2014"	384	2043498	18.8
	"Male"	"M"	"4 years"	"4"	"2015"	"2015"	341	2055924	16.6
	"Male"	"M"	"4 years"	"4"	"2016"	"2016"	342	2037529	16.8
"Total"	"Male"	"M"	"4 years"	"4"			7274	36591659	19.9
	"Male"	"M"	"5 years"	"5"	"1999"	"1999"	446	2048870	21.8
	"Male"	"M"	"5 years"	"5"	"2000"	"2000"	430	2031072	21.2
	"Male"	"M"	"5 years"	"5"	"2001"	"2001"	383	2000821	19.1
	"Male"	"M"	"5 years"	"5"	"2002"	"2002"	368	1960786	18.8
	"Male"	"M"	"5 years"	"5"	"2003"	"2003"	379	1955885	19.4
	"Male"	"M"	"5 years"	"5"	"2004"	"2004"	353	1957840	18.0
	"Male"	"M"	"5 years"	"5"	"2005"	"2005"	336	1991645	16.9
	"Male"	"M"	"5 years"	"5"	"2006"	"2006"	407	2067621	19.7
	"Male"	"M"	"5 years"	"5"	"2007"	"2007"	345	2038482	16.9
	"Male"	"M"	"5 years"	"5"	"2008"	"2008"	314	2056164	15.3
	"Male"	"M"	"5 years"	"5"	"2009"	"2009"	318	2078709	15.3
	"Male"	"M"	"5 years"	"5"	"2010"	"2010"	292	2072094	14.1
	"Male"	"M"	"5 years"	"5"	"2011"	"2011"	326	2089887	15.6
	"Male"	"M"	"5 years"	"5"	"2012"	"2012"	299	2112038	14.2
	"Male"	"M"	"5 years"	"5"	"2013"	"2013"	315	2104237	15.0
	"Male"	"M"	"5 years"	"5"	"2014"	"2014"	292	2043467	14.3
	"Male"	"M"	"5 years"	"5"	"2015"	"2015"	321	2050848	15.7
	"Male"	"M"	"5 years"	"5"	"2016"	"2016"	290	2062134	14.1
"Total"	"Male"	"M"	"5 years"	"5"			6214	36722600	16.9
	"Male"	"M"	"6 years"	"6"	"1999"	"1999"	384	2071922	18.5
	"Male"	"M"	"6 years"	"6"	"2000"	"2000"	380	2058217	18.5
	"Male"	"M"	"6 years"	"6"	"2001"	"2001"	351	2034568	17.3
	"Male"	"M"	"6 years"	"6"	"2002"	"2002"	325	2002026	16.2
	"Male"	"M"	"6 years"	"6"	"2003"	"2003"	342	1960653	17.4
	"Male"	"M"	"6 years"	"6"	"2004"	"2004"	351	1954556	18.0
	"Male"	"M"	"6 years"	"6"	"2005"	"2005"	331	1956456	16.9
	"Male"	"M"	"6 years"	"6"	"2006"	"2006"	284	1989878	14.3
	"Male"	"M"	"6 years"	"6"	"2007"	"2007"	314	2064421	15.2
	"Male"	"M"	"6 years"	"6"	"2008"	"2008"	270	2034499	13.3
	"Male"	"M"	"6 years"	"6"	"2009"	"2009"	275	2051558	13.4
	"Male"	"M"	"6 years"	"6"	"2010"	"2010"	255	2075319	12.3
	"Male"	"M"	"6 years"	"6"	"2011"	"2011"	283	2081870	13.6
	"Male"	"M"	"6 years"	"6"	"2012"	"2012"	243	2095221	11.6
	"Male"	"M"	"6 years"	"6"	"2013"	"2013"	275	2116881	13.0
	"Male"	"M"	"6 years"	"6"	"2014"	"2014"	271	2110328	12.8
	"Male"	"M"	"6 years"	"6"	"2015"	"2015"	283	2050663	13.8
	"Male"	"M"	"6 years"	"6"	"2016"	"2016"	282	2056414	13.7
"Total"	"Male"	"M"	"6 years"	"6"			5499	36765450	15.0
	"Male"	"M"	"7 years"	"7"	"1999"	"1999"	386	2128808	18.1
	"Male"	"M"	"7 years"	"7"	"2000"	"2000"	347	2109868	16.4
	"Male"	"M"	"7 years"	"7"	"2001"	"2001"	306	2054047	14.9
	"Male"	"M"	"7 years"	"7"	"2002"	"2002"	326	2039312	16.0
	"Male"	"M"	"7 years"	"7"	"2003"	"2003"	309	2007360	15.4
	"Male"	"M"	"7 years"	"7"	"2004"	"2004"	313	1966777	15.9
	"Male"	"M"	"7 years"	"7"	"2005"	"2005"	290	1962661	14.8
	"Male"	"M"	"7 years"	"7"	"2006"	"2006"	286	1966492	14.5
	"Male"	"M"	"7 years"	"7"	"2007"	"2007"	297	2001256	14.8
	"Male"	"M"	"7 years"	"7"	"2008"	"2008"	282	2077462	13.6
	"Male"	"M"	"7 years"	"7"	"2009"	"2009"	260	2048522	12.7
	"Male"	"M"	"7 years"	"7"	"2010"	"2010"	268	2057076	13.0
	"Male"	"M"	"7 years"	"7"	"2011"	"2011"	256	2084600	12.3
	"Male"	"M"	"7 years"	"7"	"2012"	"2012"	288	2087555	13.8
	"Male"	"M"	"7 years"	"7"	"2013"	"2013"	252	2100120	12.0
	"Male"	"M"	"7 years"	"7"	"2014"	"2014"	273	2122240	12.9
	"Male"	"M"	"7 years"	"7"	"2015"	"2015"	241	2117118	11.4
	"Male"	"M"	"7 years"	"7"	"2016"	"2016"	271	2055665	13.2
"Total"	"Male"	"M"	"7 years"	"7"			5251	36986939	14.2
	"Male"	"M"	"8 years"	"8"	"1999"	"1999"	389	2135753	18.2
	"Male"	"M"	"8 years"	"8"	"2000"	"2000"	349	2137829	16.3
	"Male"	"M"	"8 years"	"8"	"2001"	"2001"	338	2101358	16.1
	"Male"	"M"	"8 years"	"8"	"2002"	"2002"	350	2058954	17.0
	"Male"	"M"	"8 years"	"8"	"2003"	"2003"	322	2044317	15.8
	"Male"	"M"	"8 years"	"8"	"2004"	"2004"	297	2012719	14.8
	"Male"	"M"	"8 years"	"8"	"2005"	"2005"	295	1973522	14.9
	"Male"	"M"	"8 years"	"8"	"2006"	"2006"	302	1970668	15.3
	"Male"	"M"	"8 years"	"8"	"2007"	"2007"	281	1975219	14.2
	"Male"	"M"	"8 years"	"8"	"2008"	"2008"	281	2010918	14.0
	"Male"	"M"	"8 years"	"8"	"2009"	"2009"	265	2087842	12.7
	"Male"	"M"	"8 years"	"8"	"2010"	"2010"	257	2065453	12.4
	"Male"	"M"	"8 years"	"8"	"2011"	"2011"	273	2068403	13.2
	"Male"	"M"	"8 years"	"8"	"2012"	"2012"	239	2090344	11.4
	"Male"	"M"	"8 years"	"8"	"2013"	"2013"	260	2092455	12.4
	"Male"	"M"	"8 years"	"8"	"2014"	"2014"	254	2105122	12.1
	"Male"	"M"	"8 years"	"8"	"2015"	"2015"	269	2128825	12.6
	"Male"	"M"	"8 years"	"8"	"2016"	"2016"	289	2122016	13.6
"Total"	"Male"	"M"	"8 years"	"8"			5310	37181717	14.3
	"Male"	"M"	"9 years"	"9"	"1999"	"1999"	359	2168489	16.6
	"Male"	"M"	"9 years"	"9"	"2000"	"2000"	344	2186291	15.7
	"Male"	"M"	"9 years"	"9"	"2001"	"2001"	349	2138270	16.3
	"Male"	"M"	"9 years"	"9"	"2002"	"2002"	333	2111604	15.8
	"Male"	"M"	"9 years"	"9"	"2003"	"2003"	288	2071389	13.9
	"Male"	"M"	"9 years"	"9"	"2004"	"2004"	331	2059114	16.1
	"Male"	"M"	"9 years"	"9"	"2005"	"2005"	304	2030883	15.0
	"Male"	"M"	"9 years"	"9"	"2006"	"2006"	272	1994856	13.6
	"Male"	"M"	"9 years"	"9"	"2007"	"2007"	282	1994550	14.1
	"Male"	"M"	"9 years"	"9"	"2008"	"2008"	249	2002071	12.4
	"Male"	"M"	"9 years"	"9"	"2009"	"2009"	280	2041124	13.7
	"Male"	"M"	"9 years"	"9"	"2010"	"2010"	253	2119696	11.9
	"Male"	"M"	"9 years"	"9"	"2011"	"2011"	242	2059427	11.8
	"Male"	"M"	"9 years"	"9"	"2012"	"2012"	251	2074035	12.1
	"Male"	"M"	"9 years"	"9"	"2013"	"2013"	281	2095281	13.4
	"Male"	"M"	"9 years"	"9"	"2014"	"2014"	267	2097272	12.7
	"Male"	"M"	"9 years"	"9"	"2015"	"2015"	263	2111678	12.5
	"Male"	"M"	"9 years"	"9"	"2016"	"2016"	245	2133694	11.5
"Total"	"Male"	"M"	"9 years"	"9"			5193	37489724	13.9
	"Male"	"M"	"10 years"	"10"	"1999"	"1999"	394	2127091	18.5
	"Male"	"M"	"10 years"	"10"	"2000"	"2000"	390	2191244	17.8
	"Male"	"M"	"10 years"	"10"	"2001"	"2001"	391	2190238	17.9
	"Male"	"M"	"10 years"	"10"	"2002"	"2002"	377	2171164	17.4
	"Male"	"M"	"10 years"	"10"	"2003"	"2003"	395	2155393	18.3
	"Male"	"M"	"10 years"	"10"	"2004"	"2004"	318	2125852	15.0
	"Male"	"M"	"10 years"	"10"	"2005"	"2005"	286	2125604	13.5
	"Male"	"M"	"10 years"	"10"	"2006"	"2006"	283	2108693	13.4
	"Male"	"M"	"10 years"	"10"	"2007"	"2007"	307	2082772	14.7
	"Male"	"M"	"10 years"	"10"	"2008"	"2008"	274	2094239	13.1
	"Male"	"M"	"10 years"	"10"	"2009"	"2009"	257	2113518	12.2
	"Male"	"M"	"10 years"	"10"	"2010"	"2010"	232	2135996	10.9
	"Male"	"M"	"10 years"	"10"	"2011"	"2011"	255	2111674	12.1
	"Male"	"M"	"10 years"	"10"	"2012"	"2012"	249	2064925	12.1
	"Male"	"M"	"10 years"	"10"	"2013"	"2013"	232	2078973	11.2
	"Male"	"M"	"10 years"	"10"	"2014"	"2014"	256	2099874	12.2
	"Male"	"M"	"10 years"	"10"	"2015"	"2015"	274	2103943	13.0
	"Male"	"M"	"10 years"	"10"	"2016"	"2016"	276	2116601	13.0
"Total"	"Male"	"M"	"10 years"	"10"			5446	38197794	14.3
	"Male"	"M"	"11 years"	"11"	"1999"	"1999"	415	2066343	20.1
	"Male"	"M"	"11 years"	"11"	"2000"	"2000"	441	2108157	20.9
	"Male"	"M"	"11 years"	"11"	"2001"	"2001"	409	2227595	18.4
	"Male"	"M"	"11 years"	"11"	"2002"	"2002"	385	2199786	17.5
	"Male"	"M"	"11 years"	"11"	"2003"	"2003"	350	2176445	16.1
	"Male"	"M"	"11 years"	"11"	"2004"	"2004"	346	2156867	16.0
	"Male"	"M"	"11 years"	"11"	"2005"	"2005"	357	2124517	16.8
	"Male"	"M"	"11 years"	"11"	"2006"	"2006"	344	2121524	16.2
	"Male"	"M"	"11 years"	"11"	"2007"	"2007"	323	2101341	15.4
	"Male"	"M"	"11 years"	"11"	"2008"	"2008"	269	2072499	13.0
	"Male"	"M"	"11 years"	"11"	"2009"	"2009"	328	2080465	15.8
	"Male"	"M"	"11 years"	"11"	"2010"	"2010"	297	2103264	14.1
	"Male"	"M"	"11 years"	"11"	"2011"	"2011"	301	2146783	14.0
	"Male"	"M"	"11 years"	"11"	"2012"	"2012"	271	2117428	12.8
	"Male"	"M"	"11 years"	"11"	"2013"	"2013"	259	2070314	12.5
	"Male"	"M"	"11 years"	"11"	"2014"	"2014"	279	2083687	13.4
	"Male"	"M"	"11 years"	"11"	"2015"	"2015"	266	2106742	12.6
	"Male"	"M"	"11 years"	"11"	"2016"	"2016"	279	2108491	13.2
"Total"	"Male"	"M"	"11 years"	"11"			5919	38172248	15.5
	"Male"	"M"	"12 years"	"12"	"1999"	"1999"	414	2053713	20.2
	"Male"	"M"	"12 years"	"12"	"2000"	"2000"	462	2087228	22.1
	"Male"	"M"	"12 years"	"12"	"2001"	"2001"	435	2143114	20.3
	"Male"	"M"	"12 years"	"12"	"2002"	"2002"	496	2245442	22.1
	"Male"	"M"	"12 years"	"12"	"2003"	"2003"	478	2218609	21.5
	"Male"	"M"	"12 years"	"12"	"2004"	"2004"	455	2196464	20.7
	"Male"	"M"	"12 years"	"12"	"2005"	"2005"	379	2178897	17.4
	"Male"	"M"	"12 years"	"12"	"2006"	"2006"	342	2148879	15.9
	"Male"	"M"	"12 years"	"12"	"2007"	"2007"	347	2147007	16.2
	"Male"	"M"	"12 years"	"12"	"2008"	"2008"	347	2128173	16.3
	"Male"	"M"	"12 years"	"12"	"2009"	"2009"	323	2100432	15.4
	"Male"	"M"	"12 years"	"12"	"2010"	"2010"	307	2100145	14.6
	"Male"	"M"	"12 years"	"12"	"2011"	"2011"	326	2109723	15.5
	"Male"	"M"	"12 years"	"12"	"2012"	"2012"	301	2152954	14.0
	"Male"	"M"	"12 years"	"12"	"2013"	"2013"	324	2122985	15.3
	"Male"	"M"	"12 years"	"12"	"2014"	"2014"	310	2075243	14.9
	"Male"	"M"	"12 years"	"12"	"2015"	"2015"	293	2090780	14.0
	"Male"	"M"	"12 years"	"12"	"2016"	"2016"	313	2111065	14.8
"Total"	"Male"	"M"	"12 years"	"12"			6652	38410853	17.3
	"Male"	"M"	"13 years"	"13"	"1999"	"1999"	551	2051405	26.9
	"Male"	"M"	"13 years"	"13"	"2000"	"2000"	533	2054008	25.9
	"Male"	"M"	"13 years"	"13"	"2001"	"2001"	536	2106768	25.4
	"Male"	"M"	"13 years"	"13"	"2002"	"2002"	565	2156145	26.2
	"Male"	"M"	"13 years"	"13"	"2003"	"2003"	565	2256394	25.0
	"Male"	"M"	"13 years"	"13"	"2004"	"2004"	531	2227712	23.8
	"Male"	"M"	"13 years"	"13"	"2005"	"2005"	532	2204584	24.1
	"Male"	"M"	"13 years"	"13"	"2006"	"2006"	468	2186207	21.4
	"Male"	"M"	"13 years"	"13"	"2007"	"2007"	462	2154619	21.4
	"Male"	"M"	"13 years"	"13"	"2008"	"2008"	439	2151552	20.4
	"Male"	"M"	"13 years"	"13"	"2009"	"2009"	419	2131163	19.7
	"Male"	"M"	"13 years"	"13"	"2010"	"2010"	379	2104914	18.0
	"Male"	"M"	"13 years"	"13"	"2011"	"2011"	397	2108648	18.8
	"Male"	"M"	"13 years"	"13"	"2012"	"2012"	379	2116190	17.9
	"Male"	"M"	"13 years"	"13"	"2013"	"2013"	381	2158489	17.7
	"Male"	"M"	"13 years"	"13"	"2014"	"2014"	421	2128187	19.8
	"Male"	"M"	"13 years"	"13"	"2015"	"2015"	394	2082704	18.9
	"Male"	"M"	"13 years"	"13"	"2016"	"2016"	387	2095103	18.5
"Total"	"Male"	"M"	"13 years"	"13"			8339	38474792	21.7
	"Male"	"M"	"14 years"	"14"	"1999"	"1999"	754	2059148	36.6
	"Male"	"M"	"14 years"	"14"	"2000"	"2000"	725	2079560	34.9
	"Male"	"M"	"14 years"	"14"	"2001"	"2001"	670	2079494	32.2
	"Male"	"M"	"14 years"	"14"	"2002"	"2002"	673	2117462	31.8
	"Male"	"M"	"14 years"	"14"	"2003"	"2003"	722	2163637	33.4
	"Male"	"M"	"14 years"	"14"	"2004"	"2004"	704	2261079	31.1
	"Male"	"M"	"14 years"	"14"	"2005"	"2005"	743	2230595	33.3
	"Male"	"M"	"14 years"	"14"	"2006"	"2006"	637	2205891	28.9
	"Male"	"M"	"14 years"	"14"	"2007"	"2007"	627	2185221	28.7
	"Male"	"M"	"14 years"	"14"	"2008"	"2008"	555	2151718	25.8
	"Male"	"M"	"14 years"	"14"	"2009"	"2009"	523	2146254	24.4
	"Male"	"M"	"14 years"	"14"	"2010"	"2010"	514	2135543	24.1
	"Male"	"M"	"14 years"	"14"	"2011"	"2011"	520	2110202	24.6
	"Male"	"M"	"14 years"	"14"	"2012"	"2012"	516	2115717	24.4
	"Male"	"M"	"14 years"	"14"	"2013"	"2013"	498	2121762	23.5
	"Male"	"M"	"14 years"	"14"	"2014"	"2014"	505	2164228	23.3
	"Male"	"M"	"14 years"	"14"	"2015"	"2015"	549	2136219	25.7
	"Male"	"M"	"14 years"	"14"	"2016"	"2016"	509	2087472	24.4
"Total"	"Male"	"M"	"14 years"	"14"			10944	38551202	28.4
	"Male"	"M"	"15 years"	"15"	"1999"	"1999"	997	2025818	49.2
	"Male"	"M"	"15 years"	"15"	"2000"	"2000"	1019	2065127	49.3
	"Male"	"M"	"15 years"	"15"	"2001"	"2001"	962	2096444	45.9
	"Male"	"M"	"15 years"	"15"	"2002"	"2002"	911	2101617	43.3
	"Male"	"M"	"15 years"	"15"	"2003"	"2003"	908	2140303	42.4
	"Male"	"M"	"15 years"	"15"	"2004"	"2004"	991	2188103	45.3
	"Male"	"M"	"15 years"	"15"	"2005"	"2005"	1028	2288448	44.9
	"Male"	"M"	"15 years"	"15"	"2006"	"2006"	939	2260192	41.5
	"Male"	"M"	"15 years"	"15"	"2007"	"2007"	903	2236697	40.4
	"Male"	"M"	"15 years"	"15"	"2008"	"2008"	836	2217764	37.7
	"Male"	"M"	"15 years"	"15"	"2009"	"2009"	753	2185191	34.5
	"Male"	"M"	"15 years"	"15"	"2010"	"2010"	702	2177022	32.2
	"Male"	"M"	"15 years"	"15"	"2011"	"2011"	654	2129503	30.7
	"Male"	"M"	"15 years"	"15"	"2012"	"2012"	696	2118360	32.9
	"Male"	"M"	"15 years"	"15"	"2013"	"2013"	698	2121923	32.9
	"Male"	"M"	"15 years"	"15"	"2014"	"2014"	654	2128424	30.7
	"Male"	"M"	"15 years"	"15"	"2015"	"2015"	723	2172989	33.3
	"Male"	"M"	"15 years"	"15"	"2016"	"2016"	771	2142150	36.0
"Total"	"Male"	"M"	"15 years"	"15"			15145	38796075	39.0
	"Male"	"M"	"16 years"	"16"	"1999"	"1999"	1570	2072256	75.8
	"Male"	"M"	"16 years"	"16"	"2000"	"2000"	1493	2048582	72.9
	"Male"	"M"	"16 years"	"16"	"2001"	"2001"	1441	2115451	68.1
	"Male"	"M"	"16 years"	"16"	"2002"	"2002"	1567	2122639	73.8
	"Male"	"M"	"16 years"	"16"	"2003"	"2003"	1481	2126560	69.6
	"Male"	"M"	"16 years"	"16"	"2004"	"2004"	1471	2165214	67.9
	"Male"	"M"	"16 years"	"16"	"2005"	"2005"	1430	2213951	64.6
	"Male"	"M"	"16 years"	"16"	"2006"	"2006"	1447	2315411	62.5
	"Male"	"M"	"16 years"	"16"	"2007"	"2007"	1337	2286631	58.5
	"Male"	"M"	"16 years"	"16"	"2008"	"2008"	1258	2263348	55.6
	"Male"	"M"	"16 years"	"16"	"2009"	"2009"	1153	2243808	51.4
	"Male"	"M"	"16 years"	"16"	"2010"	"2010"	1100	2216034	49.6
